player_code,xm_override,cs_pct_override,bps_profile,tenure_discount,npxg90_rescue,xa90_rescue,dc90_rescue,note
437499,0.85,0.2494,0.95,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Chelsea manager-transition CS% blend as the first Chelsea row above (player_code 215059); see that row's note for full sourcing and calculation. Lacroix: status=a -- Chelsea FC's own site names him a likely beneficiary of the new back-three shape. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Lacroix has an actual current-season confirmed start (1/2 GW starts, 90 total min (confirmed but not fully undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=200), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.85 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
622758,,0.2494,0.95,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Chelsea manager-transition CS% blend as the first Chelsea row above (player_code 215059); see that row's note for full sourcing and calculation. Anselmino: status=a, 100% chance of playing. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
498444,,0.2494,,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Chelsea manager-transition CS% blend as the first Chelsea row above (player_code 215059); see that row's note for full sourcing and calculation. Chavarria: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
220362,,0.2842,0.95,0.80,,,,"NEW ROW (30 Aug 2026). Pierre Sage confirmed Crystal Palace manager from 15 Jun 2026, replacing Oliver Glasner (who moved to Nott'm Forest); immediately-prior club RC Lens (Ligue 1) -- verified via Sky Sports, CPFC official, ESPN. Step 6 base blend: 0.5x Crystal Palace 2025-26 own PL clean-sheet rate 31.58% (12/38, StatMuse+aboutchampionships.com) + 0.5x Sage's final Lens season, 2025-26 Ligue 1, 35.29% (12/34, StatMuse, single-provider -- Transfermarkt cross-check blocked by proxy) = 33.44% historical base. Caveat (Rule #4, no numeric adjustment invented): Ligue 1 2025-26 regarded as a shallower defensive-difficulty environment outside PSG than the PL; Lens-derived half of blend carries more uncertainty. GW1 (away, Everton, lost 0-2) and GW2 (home, Man City, lost 1-4) = 0/2 clean sheets, 6 goals conceded in 2 games. Decay Schedule GW2-3: 0.85x33.44% + 0.15x0% = 28.42%. Mechanism-specific finding (2 sources): Opta/Man City's own analysis notes Palace pressing higher under Sage (league-high 19 high turnovers vs Everton in GW1) -- a specific, numbered tactical shift, not vague hype; Sage's own post-match reaction to the GW2 4-1 defeat cites a specific breaking point (conceding the third goal) and incomplete pre-season conditioning as contributing factors, not a wholesale defensive-quality collapse. Sources: mancity.com/news/mens/crystal-palace-opta-analysis-premier-league-august-2026-63923338 ; cpfc.co.uk/news/first-team/pierre-sage-reaction-palace-city-defeat ; skysports.com/football/news/11706/13552705 ; olbauday/FPL-Core-Insights GW1+GW2 data. Applied identically to every currently-available (status=a) Crystal Palace GK/DEF per Rule #22. Disasi: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
172649,0.90,0.2842,,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Crystal Palace manager-transition CS% blend as the first Crystal Palace row above (player_code 220362); see that row's note for full sourcing and calculation. Henderson: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Henderson has an actual current-season confirmed start (2/2 GW starts, ~full minutes both (undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=198), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.90 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
121709,,0.2842,,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Crystal Palace manager-transition CS% blend as the first Crystal Palace row above (player_code 220362); see that row's note for full sourcing and calculation. Benitez: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
247348,0.85,0.2842,1.06,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Crystal Palace manager-transition CS% blend as the first Crystal Palace row above (player_code 220362); see that row's note for full sourcing and calculation. Muñoz: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Muñoz has an actual current-season confirmed start (1/2 GW starts, 54 total min (confirmed but not fully undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=201), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.85 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
427623,0.90,0.2842,1.06,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Crystal Palace manager-transition CS% blend as the first Crystal Palace row above (player_code 220362); see that row's note for full sourcing and calculation. Richards: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Richards has an actual current-season confirmed start (2/2 GW starts, ~full minutes both (undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=202), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.90 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
651426,0.90,0.2842,0.95,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Crystal Palace manager-transition CS% blend as the first Crystal Palace row above (player_code 220362); see that row's note for full sourcing and calculation. Canvot: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Canvot has an actual current-season confirmed start (2/2 GW starts, ~full minutes both (undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=203), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.90 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
244723,0.90,0.2842,1.06,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Crystal Palace manager-transition CS% blend as the first Crystal Palace row above (player_code 220362); see that row's note for full sourcing and calculation. Mitchell: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Mitchell has an actual current-season confirmed start (2/2 GW starts, ~full minutes both (undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=204), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.90 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
218364,,0.2842,1.06,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Crystal Palace manager-transition CS% blend as the first Crystal Palace row above (player_code 220362); see that row's note for full sourcing and calculation. Sosa: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
242313,,0.2842,0.95,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Crystal Palace manager-transition CS% blend as the first Crystal Palace row above (player_code 220362); see that row's note for full sourcing and calculation. Mingueza: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
169593,,0.2842,,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Crystal Palace manager-transition CS% blend as the first Crystal Palace row above (player_code 220362); see that row's note for full sourcing and calculation. Matthews: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
223723,0.85,0.2842,0.95,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Crystal Palace manager-transition CS% blend as the first Crystal Palace row above (player_code 220362); see that row's note for full sourcing and calculation. Tomiyasu: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Tomiyasu has an actual current-season confirmed start (1/2 GW starts, 91 total min (confirmed but not fully undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=577), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.85 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
570794,0.85,0.2842,1.06,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Crystal Palace manager-transition CS% blend as the first Crystal Palace row above (player_code 220362); see that row's note for full sourcing and calculation. Khalaili: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Khalaili has an actual current-season confirmed start (1/2 GW starts, 109 total min (confirmed but not fully undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=588), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.85 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
80201,0.85,0.2423,,0.80,,,,"NEW ROW (30 Aug 2026). Alvaro Arbeloa confirmed Fulham head coach from 7 Jul 2026, replacing Marco Silva (departed for Benfica); immediately-prior role Real Madrid first team (interim, 12 Jan-May 2026, replacing sacked Xabi Alonso) -- verified via Fulham FC official, Sky Sports, beIN Sports. FLAG: Arbeloa's Real Madrid stint was a half-season interim spell, not a full managerial season -- his only prior senior HC job before that was Real Madrid Castilla (reserves). Widen confidence band accordingly; fallback-to-club-own-base rule NOT invoked since a genuinely comparable senior first-team sample exists. Step 6 base blend: 0.5x Fulham 2025-26 own PL clean-sheet rate 23.68% (9/38, StatMuse x2) + 0.5x Arbeloa's Real Madrid La Liga-only CS rate 33.33% (6/18, manually recounted from Wikipedia match log, corroborated by an independent StatMuse query on the same 6 matches) = 28.51% historical base. GW1 (home, Chelsea, lost 2-3, conceded 3) = 0/1 clean sheets; GW2 (away, Sunderland) not yet finished at time of pull. Decay Schedule GW2-3 (GW1-only): 0.85x28.51% + 0.15x0% = 24.23%. Mechanism-specific finding (2 sources): Fulham built up in a fluid, press-vulnerable shape under Arbeloa (base 4-2-3-1 shifting to an advanced 2-2-4-1-1, CBs pushed wide, full-backs high) that a tactical-analysis piece and a second outlet both tie directly to Chelsea's 1st and 3rd goals in GW1 -- an early new-system defensive fragility, flagged as a qualitative confidence-lowering annotation, not a numeric input. Sources: tacticalfootballanalysis.com/fulham-chelsea-premier-league-2026-2027-tactical-analysis-tactics ; sports.yahoo.com/articles/fulham-defeated-against-chelsea-system-143317179 ; skysports.com/football/news/11095/13553985 ; olbauday/FPL-Core-Insights GW1 data. Applied identically to every currently-available (status=a) Fulham GK/DEF per Rule #22. Bernd Leno: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Leno has an actual current-season confirmed start (1/2 GW starts, 90 total min (confirmed but not fully undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=250), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.85 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
86873,,0.2423,,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Fulham manager-transition CS% blend as the first Fulham row above (player_code 80201); see that row's note for full sourcing and calculation. Benjamin Lecomte: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
505079,,0.2423,,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Fulham manager-transition CS% blend as the first Fulham row above (player_code 80201); see that row's note for full sourcing and calculation. Alfie McNally: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
174874,,0.2423,0.95,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Fulham manager-transition CS% blend as the first Fulham row above (player_code 80201); see that row's note for full sourcing and calculation. Joachim Andersen: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
169528,0.85,0.2423,1.06,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Fulham manager-transition CS% blend as the first Fulham row above (player_code 80201); see that row's note for full sourcing and calculation. Antonee Robinson: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Robinson has an actual current-season confirmed start (1/2 GW starts, 81 total min (confirmed but not fully undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=254), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.85 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
246301,0.85,0.2423,0.95,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Fulham manager-transition CS% blend as the first Fulham row above (player_code 80201); see that row's note for full sourcing and calculation. Jorge Cuenca: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- J.Cuenca has an actual current-season confirmed start (1/2 GW starts, 90 total min (confirmed but not fully undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=255), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.85 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
167074,,0.2423,1.06,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Fulham manager-transition CS% blend as the first Fulham row above (player_code 80201); see that row's note for full sourcing and calculation. Kenny Tete: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
232892,0.85,0.2423,0.95,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Fulham manager-transition CS% blend as the first Fulham row above (player_code 80201); see that row's note for full sourcing and calculation. Calvin Bassey: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Bassey has an actual current-season confirmed start (1/2 GW starts, 90 total min (confirmed but not fully undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=257), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.85 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
166477,0.85,0.2423,1.06,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Fulham manager-transition CS% blend as the first Fulham row above (player_code 80201); see that row's note for full sourcing and calculation. Timothy Castagne: status=a. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Castagne has an actual current-season confirmed start (1/2 GW starts, 90 total min (confirmed but not fully undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=258), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.85 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
184349,,0.2423,1.06,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Fulham manager-transition CS% blend as the first Fulham row above (player_code 80201); see that row's note for full sourcing and calculation. Ryan Sessegnon: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
108813,,0.2130,,0.80,,,,"NEW ROW (30 Aug 2026). Gary O'Neil confirmed Ipswich Town manager from 23 Jun 2026, replacing Kieran McKenna (stepped down, back-to-back promotions); immediately-prior club RC Strasbourg (Ligue 1, half-season, Jan-Jun 2026); last genuine FULL season was Wolves 2023-24 (PL) -- verified via ITFC official, Sky Sports, ESPN. TIER FLAG: Ipswich are newly promoted -- their own 2025-26 rate is Championship (36.96%, 17/46, fantasyfootballscout.co.uk + FotMob), a different statistical population than the PL. Manager's rate used is Wolves 2023-24 PL, 13.16% (5/38, StatMuse+Soccerway+FotMob, 3 sources) -- his more-recent Strasbourg half-season figure (2/14=14.29%) is UNVERIFIED (single AI-summarized read, no 2nd source) and NOT used. Step 6 base blend: 0.5x36.96% + 0.5x13.16% = 25.06% historical base -- wide uncertainty band recommended (cross-tier mismatch on both halves), revisit once 5-6 PL games exist. GW1 (home, Sunderland, won 2-1, conceded 1) = 0/1 clean sheets; GW2 (away, Man Utd) not yet finished at time of pull. Decay Schedule GW2-3 (GW1-only): 0.85x25.06% + 0.15x0% = 21.30%. Mechanism-specific finding (2 sources, direct manager quote): O'Neil selected 3 natural centre-half body-types in a back four for GW2 at Man Utd specifically to counter a named opposition set-piece weakness (Man Utd conceded 2 set-piece goals to Hull in their opener) -- 'To have three centre-half types in your back four helps us from set pieces, size-wise.' A second outlet frames this as a back-four-vs-back-five tactical question given Man Utd's recent record against back-five sides. Sources: readmanutd.com/2026/08/24/man-utd-vs-ipswich-oneil-tactical-switch-raises-carrick-concern ; suffolknews.co.uk/ipswich/sport/ipswich-town-column-fellow-promoted-side-shows-how-to-toppl-9480360 ; itfc.co.uk official ; olbauday/FPL-Core-Insights GW1 data. Applied identically to every currently-available (status=a) Ipswich Town GK/DEF per Rule #22. Walton: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
112520,,0.2130,,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Ipswich Town manager-transition CS% blend as the first Ipswich Town row above (player_code 108813); see that row's note for full sourcing and calculation. Palmer: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
50093,,0.2130,,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Ipswich Town manager-transition CS% blend as the first Ipswich Town row above (player_code 108813); see that row's note for full sourcing and calculation. Button: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
240514,0.85,0.2130,,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Ipswich Town manager-transition CS% blend as the first Ipswich Town row above (player_code 108813); see that row's note for full sourcing and calculation. Scherpen: status=a, GW1 starting GK (90 min). | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Scherpen has an actual current-season confirmed start (1/2 GW starts, 90 total min (confirmed but not fully undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=564), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.85 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
219924,0.85,0.2130,0.95,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Ipswich Town manager-transition CS% blend as the first Ipswich Town row above (player_code 108813); see that row's note for full sourcing and calculation. Diop: status=a, GW1 starter (90 min), named as one of 3 CB-types. | xm_override added 30 Aug 2026 (TEST RUN, xm follow-up): Step 4 xM Floor Rule -- Diop has an actual current-season confirmed start (1/2 GW starts, 90 total min (confirmed but not fully undisputed)), source: olbauday/FPL-Core-Insights playerstats.csv gw=2 snapshot (id=259), fetched fresh this run, not the historical vaastav mirror. Floor set to 0.85 per Step 4, decoupled from prior-season minutes. Not permanent -- Step 0 rechecks weekly, drops if benched/injured. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
183015,,0.2130,0.95,0.80,,,,"TEST RUN UPDATE (30 Aug 2026) -- same Ipswich Town manager-transition CS% blend as the first Ipswich Town row above (player_code 108813); see that row's note for full sourcing and calculation. Kipré: status=a. | tenure_discount + bps_profile added (30 Aug 2026): Step 4a signal count for this club's manager change = 1 flag (single confirmed manager change) -> tenure_discount=0.80. bps_profile set per Core Formula table (winger/attacking-FB=1.06, high-CBI CB/DM=0.95) based on the player's on-pitch role; left blank where role is a GK or ambiguous rotation option not yet role-confirmed this session."
